slice_file_name,fsID,start,end,salience,fold,classID,class
23131-3-2-0.wav,23131,29.690066,30.396972,2,2,3,dog_bark
36403-6-0-0.wav,36403,26.137402,26.89012,2,6,6,gun_shot
110918-3-0-40.wav,110918,20,24,1,7,3,dog_bark
22973-3-0-2.wav,22973,1.14222,5.14222,2,10,3,dog_bark
57553-3-2-0.wav,57553,13.063603,14.279479,2,1,3,dog_bark
137803-3-0-0.wav,137803,0,4,1,9,3,dog_bark
164625-1-0-0.wav,164625,0.344326,0.817351,1,9,1,car_horn
32318-3-0-0.wav,32318,0.385559,4.385559,1,3,3,dog_bark
24074-1-0-8.wav,24074,17.060993,21.060993,1,1,1,car_horn
156418-3-0-0.wav,156418,0,4,1,3,3,dog_bark
176258-3-1-18.wav,176258,78.897629,82.897629,1,1,3,dog_bark
144028-3-1-1.wav,144028,5.418658,9.418658,1,8,3,dog_bark
85662-3-0-0.wav,85662,0,1.227755,1,7,3,dog_bark
72259-1-9-14.wav,72259,231.438833,235.438833,2,5,1,car_horn
200460-6-1-0.wav,200460,3.181186,4.987279,1,10,6,gun_shot
136399-6-8-0.wav,136399,28.938274,30.488085,1,9,6,gun_shot
189846-3-0-0.wav,189846,13.241992,14.358787,2,8,3,dog_bark
171464-3-2-0.wav,171464,11.705992,13.111154,1,8,3,dog_bark
145206-6-2-0.wav,145206,2.849344,3.800877,1,8,6,gun_shot
157801-6-0-0.wav,157801,0,2.533878,1,9,6,gun_shot
175850-1-0-0.wav,175850,0.528684,2.269774,1,10,1,car_horn
174282-6-0-0.wav,174282,0,2.588937,1,9,6,gun_shot
197320-6-10-0.wav,197320,31.631818,34.262035,1,2,6,gun_shot
157207-6-3-0.wav,157207,9.504019,10.401293,1,10,6,gun_shot
187356-1-5-0.wav,187356,64.42819,67.045729,2,4,1,car_horn
160366-3-0-8.wav,160366,4,8,1,2,3,dog_bark
162433-6-8-0.wav,162433,4.347666,4.778906,1,8,6,gun_shot
155314-3-0-5.wav,155314,2.5,6.5,1,7,3,dog_bark
135527-6-9-0.wav,135527,23.471897,25.544739,2,7,6,gun_shot
7389-1-4-3.wav,7389,162.261242,166.261242,2,4,1,car_horn
180977-3-1-0.wav,180977,10.726049,14.726049,1,4,3,dog_bark
152588-3-3-0.wav,152588,19.65919,22.464192,1,9,3,dog_bark
175917-3-2-2.wav,175917,114.576188,118.576188,2,6,3,dog_bark
41372-3-0-39.wav,41372,36.892794,40.892794,2,3,3,dog_bark
110918-3-0-26.wav,110918,13,17,1,7,3,dog_bark
157649-3-0-1.wav,157649,0.812331,4.812331,2,8,3,dog_bark
150341-3-1-0.wav,150341,15.377819,15.823344,1,1,3,dog_bark
176783-3-0-11.wav,176783,5.5,9.5,1,3,3,dog_bark
100648-1-4-0.wav,100648,25.332994,27.197502,2,10,1,car_horn
35296-3-0-0.wav,35296,0.799414,1.751097,2,4,3,dog_bark
41918-3-0-0.wav,41918,0.525781,4.525781,1,4,3,dog_bark
161922-3-1-4.wav,161922,45.118484,49.118484,2,6,3,dog_bark
52171-3-6-0.wav,52171,13.041932,17.041932,2,9,3,dog_bark
58382-3-0-0.wav,58382,0.224342,4.224342,1,5,3,dog_bark
197243-3-0-0.wav,197243,0.407216,1.042196,1,5,3,dog_bark
59800-3-0-0.wav,59800,0,3.506271,1,9,3,dog_bark
30226-3-1-0.wav,30226,5.195936,9.195936,1,8,3,dog_bark
180052-3-0-4.wav,180052,2,6,1,5,3,dog_bark
4201-3-2-0.wav,4201,1.818737,2.171462,2,2,3,dog_bark
128470-3-0-5.wav,128470,4.211988,8.211988,1,10,3,dog_bark
116485-3-0-4.wav,116485,2,6,1,7,3,dog_bark
175846-1-0-0.wav,175846,0.143475,1.635387,1,4,1,car_horn
164312-3-3-0.wav,164312,22.380838,24.058202,1,1,3,dog_bark
31840-3-0-0.wav,31840,0.020035,3.546214,1,1,3,dog_bark
199769-1-0-11.wav,199769,6.348273,10.348273,1,3,1,car_horn
44110-3-1-0.wav,44110,5.517529,6.072054,1,8,3,dog_bark
118496-1-1-0.wav,118496,1.963587,2.155369,2,3,1,car_horn
160575-3-7-0.wav,160575,17.540661,18.863399,2,6,3,dog_bark
174290-6-3-0.wav,174290,14.959918,17.372318,1,1,6,gun_shot
180977-3-1-5.wav,180977,13.226049,17.226049,1,4,3,dog_bark
52102-1-0-0.wav,52102,32.140691,32.564609,2,5,1,car_horn
36902-3-2-0.wav,36902,2.286997,5.293835,1,6,3,dog_bark
197320-6-2-0.wav,197320,4.914352,7.290776,1,2,6,gun_shot
7064-6-0-0.wav,7064,0.948524,2.358256,1,4,6,gun_shot
55013-3-0-4.wav,55013,2,6,2,8,3,dog_bark
155283-1-0-0.wav,155283,95.455122,96.061195,2,8,1,car_horn
77927-3-0-1.wav,77927,29.736982,33.736982,2,10,3,dog_bark
71309-1-0-7.wav,71309,3.906025,7.906025,2,8,1,car_horn
86284-3-0-0.wav,86284,17.911702,21.911702,2,5,3,dog_bark
72259-1-9-3.wav,72259,225.938833,229.938833,2,5,1,car_horn
57105-3-4-2.wav,57105,263.540334,267.540334,2,9,3,dog_bark
159701-6-3-0.wav,159701,5.582329,7.336318,1,5,6,gun_shot
159701-6-1-0.wav,159701,1.978243,4.020558,1,5,6,gun_shot
69883-3-0-9.wav,69883,6.179208,10.179208,2,2,3,dog_bark
84317-3-0-0.wav,84317,0,2.5,1,4,3,dog_bark
9032-3-1-0.wav,9032,0.781671,1.403455,1,6,3,dog_bark
180156-1-7-0.wav,180156,23.747218,23.993486,2,9,1,car_horn
7389-1-3-1.wav,7389,96.609623,100.609623,2,4,1,car_horn
22973-3-0-0.wav,22973,0.14222,4.14222,2,10,3,dog_bark
26255-3-13-1.wav,26255,110.784129,114.784129,2,10,3,dog_bark
105088-3-0-8.wav,105088,4,8,1,9,3,dog_bark
36902-3-1-0.wav,36902,1.192238,1.99831,1,6,3,dog_bark
34771-3-0-14.wav,34771,7,11,1,5,3,dog_bark
147317-6-0-0.wav,147317,0.916114,2.20664,1,7,6,gun_shot
196127-3-0-3.wav,196127,1.5,5.5,1,10,3,dog_bark
173995-3-0-11.wav,173995,5.5,9.5,1,2,3,dog_bark
162432-6-8-0.wav,162432,21.338609,22.41437,1,5,6,gun_shot
135528-6-4-0.wav,135528,21.359911,25.359911,2,4,6,gun_shot
28808-1-0-2.wav,28808,1,5,1,10,1,car_horn
164312-3-1-0.wav,164312,6.182287,8.171162,1,1,3,dog_bark
199769-1-0-10.wav,199769,5.848273,9.848273,1,3,1,car_horn
174293-6-1-0.wav,174293,4.387686,6.713798,1,2,6,gun_shot
162432-6-3-0.wav,162432,9.93875,11.078736,1,5,6,gun_shot
65750-3-3-68.wav,65750,347.029703,351.029703,2,3,3,dog_bark
162432-6-5-0.wav,162432,16.345149,17.420911,1,5,6,gun_shot
7060-6-2-0.wav,7060,5.869655,7.4694,1,7,6,gun_shot
162434-6-0-0.wav,162434,0.354842,1.173267,1,6,6,gun_shot
157695-3-0-2.wav,157695,1,5,1,4,3,dog_bark
173993-3-0-39.wav,173993,19.5,23.5,1,5,3,dog_bark
135544-6-9-0.wav,135544,33.143316,34.584329,1,6,6,gun_shot
102842-3-0-1.wav,102842,0.5,4.5,2,1,3,dog_bark
105319-3-0-39.wav,105319,19.5,23.5,2,6,3,dog_bark
131199-3-0-0.wav,131199,0.696078,0.990196,1,5,3,dog_bark
72259-1-0-2.wav,72259,1,5,2,5,1,car_horn
162431-6-3-0.wav,162431,5.497504,6.333839,1,3,6,gun_shot
95536-3-0-1.wav,95536,0.5,4.5,2,6,3,dog_bark
171249-1-0-0.wav,171249,6.670459,7.433059,2,4,1,car_horn
162435-6-1-0.wav,162435,0.77919,1.495295,1,4,6,gun_shot
85574-3-0-12.wav,85574,6,10,2,10,3,dog_bark
51022-3-30-4.wav,51022,46.647024,50.647024,2,1,3,dog_bark
147672-3-0-0.wav,147672,0.644886,0.997283,1,2,3,dog_bark
148837-6-1-0.wav,148837,1.772279,2.959783,1,4,6,gun_shot
159703-6-0-0.wav,159703,0,1.872,1,5,6,gun_shot
65745-3-0-88.wav,65745,44,48,2,7,3,dog_bark
72259-1-10-13.wav,72259,274.749294,278.749294,2,5,1,car_horn
174284-6-1-0.wav,174284,2.549372,5.175802,1,7,6,gun_shot
151071-6-0-0.wav,151071,0.018986,1.760726,1,3,6,gun_shot
54187-1-0-4.wav,54187,2.189361,6.189361,1,9,1,car_horn
135528-6-1-0.wav,135528,10.98669,13.161721,2,4,6,gun_shot
117072-3-0-11.wav,117072,6.828188,10.828188,1,3,3,dog_bark
155311-3-0-0.wav,155311,0,3.691973,1,10,3,dog_bark
27217-3-0-13.wav,27217,6.5,10.5,1,7,3,dog_bark
175915-3-0-3.wav,175915,4.759606,8.759606,2,9,3,dog_bark
162432-6-7-0.wav,162432,19.363703,20.519745,1,5,6,gun_shot
77509-1-0-0.wav,77509,2.967344,3.557308,2,5,1,car_horn
59513-3-0-3.wav,59513,1.656569,5.656569,1,10,3,dog_bark
81799-3-0-1.wav,81799,30.435495,34.435495,2,7,3,dog_bark
166489-3-0-2.wav,166489,1,5,1,6,3,dog_bark
157207-6-1-0.wav,157207,3.376583,6.576073,1,10,6,gun_shot
197320-6-3-0.wav,197320,7.290776,9.805633,1,2,6,gun_shot
161922-3-2-0.wav,161922,66.58268,69.969265,2,6,3,dog_bark
173995-3-0-0.wav,173995,0,4,1,2,3,dog_bark
156897-6-0-0.wav,156897,1.24645,4.686652,1,4,6,gun_shot
187378-3-0-7.wav,187378,3.5,7.5,1,9,3,dog_bark
74950-3-2-4.wav,74950,13.592781,17.592781,1,4,3,dog_bark
68389-3-1-0.wav,68389,5.356664,5.964054,1,4,3,dog_bark
191687-3-0-15.wav,191687,7.5,11.5,1,7,3,dog_bark
86284-3-1-0.wav,86284,25.548308,27.350204,2,5,3,dog_bark
18594-1-0-0.wav,18594,11.503499,11.939286,1,3,1,car_horn
72259-1-10-8.wav,72259,272.249294,276.249294,2,5,1,car_horn
74725-3-0-0.wav,74725,0.365119,4.365119,1,4,3,dog_bark
116400-3-1-2.wav,116400,13.269801,17.269801,1,3,3,dog_bark
110688-3-0-32.wav,110688,16,20,2,8,3,dog_bark
71439-1-1-0.wav,71439,3.699306,3.906744,1,5,1,car_horn
207369-3-0-0.wav,207369,34.995645,35.947188,1,8,3,dog_bark
110371-3-1-0.wav,110371,15.269745,19.269745,1,5,3,dog_bark
72261-3-0-6.wav,72261,4.473879,8.473879,1,1,3,dog_bark
175844-1-0-0.wav,175844,0.400001,1.293813,1,2,1,car_horn
72259-1-7-12.wav,72259,149.281751,153.281751,2,5,1,car_horn
49974-1-0-0.wav,49974,0,2.588,1,8,1,car_horn
116484-3-0-16.wav,116484,8,12,1,4,3,dog_bark
12647-3-1-0.wav,12647,1.902224,3.102089,1,3,3,dog_bark
139948-3-2-0.wav,139948,13.081499,14.39375,2,5,3,dog_bark
143115-1-1-0.wav,143115,31.490771,32.698085,2,6,1,car_horn
159701-6-4-0.wav,159701,7.336318,9.650942,1,5,6,gun_shot
174285-6-2-0.wav,174285,5.192354,8.913638,1,8,6,gun_shot
101415-3-0-8.wav,101415,4,8,1,1,3,dog_bark
115537-3-0-0.wav,115537,1.665407,2.340997,1,2,3,dog_bark
102102-3-0-0.wav,102102,1.573952,4.673824,2,4,3,dog_bark
4918-3-0-0.wav,4918,0,0.3744,1,8,3,dog_bark
69777-3-0-0.wav,69777,0,4,2,9,3,dog_bark
159705-6-0-0.wav,159705,0.071101,1.387787,1,7,6,gun_shot
11722-3-1-0.wav,11722,2.02081,2.459512,1,10,3,dog_bark
43786-3-0-0.wav,43786,0.536063,1.142558,1,1,3,dog_bark
117271-3-0-3.wav,117271,1.5,5.5,1,6,3,dog_bark
118587-3-0-6.wav,118587,3,7,1,7,3,dog_bark
196561-3-0-9.wav,196561,4.5,8.5,1,8,3,dog_bark
17486-3-1-0.wav,17486,1.799011,3.092953,1,10,3,dog_bark
79584-3-0-5.wav,79584,2.880235,6.880235,1,9,3,dog_bark
20015-3-0-4.wav,20015,25.26305,29.26305,2,5,3,dog_bark
197320-6-1-0.wav,197320,2.88401,4.914352,1,2,6,gun_shot
128240-3-0-1.wav,128240,0.5,4.5,1,10,3,dog_bark
17307-1-0-0.wav,17307,11.275117,11.336696,2,2,1,car_horn
203356-3-0-1.wav,203356,37.965647,41.965647,2,1,3,dog_bark
179386-3-0-1.wav,179386,0.5,4.5,1,3,3,dog_bark
28808-1-0-7.wav,28808,3.5,7.5,1,10,1,car_horn
164626-1-0-0.wav,164626,0.811901,1.586686,1,8,1,car_horn
26185-1-0-0.wav,26185,0.007625,0.340057,1,9,1,car_horn
52171-3-3-0.wav,52171,10.5892,10.990127,2,9,3,dog_bark
38236-3-3-0.wav,38236,26.29251,29.954752,1,7,3,dog_bark
142641-3-0-0.wav,142641,1.779107,2.162404,1,10,3,dog_bark
118587-3-0-21.wav,118587,10.5,14.5,1,7,3,dog_bark
72259-1-7-3.wav,72259,144.781751,148.781751,2,5,1,car_horn
7389-1-2-1.wav,7389,79.253483,83.253483,2,4,1,car_horn
19026-1-0-0.wav,19026,0.012822,1.050575,1,1,1,car_horn
72259-1-6-1.wav,72259,133.367789,137.367789,2,5,1,car_horn
181725-3-0-16.wav,181725,8,12,1,5,3,dog_bark
125520-1-3-0.wav,125520,5.841718,6.709209,1,8,1,car_horn
174287-6-2-0.wav,174287,9.869694,11.843632,1,9,6,gun_shot
157695-3-0-27.wav,157695,13.5,17.5,1,4,3,dog_bark
54086-1-0-0.wav,54086,0,1.16194,1,10,1,car_horn
159702-6-4-0.wav,159702,2.405267,3.003087,1,6,6,gun_shot
72261-3-0-27.wav,72261,14.973879,18.973879,1,1,3,dog_bark
72259-1-7-0.wav,72259,143.281751,147.281751,2,5,1,car_horn
125791-3-0-15.wav,125791,7.5,11.5,1,1,3,dog_bark
35296-3-1-0.wav,35296,3.591018,5.595897,2,4,3,dog_bark
7389-1-4-9.wav,7389,165.261242,169.261242,2,4,1,car_horn
52633-3-0-9.wav,52633,4.5,8.5,1,8,3,dog_bark
89213-3-0-0.wav,89213,0,1.612336,1,5,3,dog_bark
31325-3-1-0.wav,31325,4.804858,8.804858,1,8,3,dog_bark
160575-3-0-0.wav,160575,1.351494,2.38668,2,6,3,dog_bark
18581-3-0-5.wav,18581,43.193758,47.193758,2,2,3,dog_bark
135528-6-0-0.wav,135528,8.25396,10.70784,2,4,6,gun_shot
174994-3-0-4.wav,174994,29.743475,33.743475,1,2,3,dog_bark
71309-1-1-0.wav,71309,38.797915,39.249054,2,8,1,car_horn
183894-1-5-0.wav,183894,98.082239,98.955375,2,7,1,car_horn
63932-3-1-1.wav,63932,37.229332,41.229332,1,4,3,dog_bark
43802-1-0-0.wav,43802,1.111691,1.293604,1,6,1,car_horn
193394-3-0-11.wav,193394,5.5,9.5,1,1,3,dog_bark
7389-1-4-4.wav,7389,162.761242,166.761242,2,4,1,car_horn
155299-3-0-1.wav,155299,0.5,4.5,2,7,3,dog_bark
7061-6-0-0.wav,7061,0.978088,3.231723,1,1,6,gun_shot
72259-1-5-0.wav,72259,116.528642,120.528642,2,5,1,car_horn
159701-6-5-0.wav,159701,9.650942,12.093712,1,5,6,gun_shot
64346-6-0-0.wav,64346,0.076806,1.581198,1,6,6,gun_shot
145608-6-2-0.wav,145608,5.875533,6.833593,2,2,6,gun_shot
28808-1-0-9.wav,28808,4.5,8.5,1,10,1,car_horn
89207-3-0-0.wav,89207,0.028387,0.389303,1,8,3,dog_bark
174290-6-1-0.wav,174290,5.355833,7.889612,1,1,6,gun_shot
159704-6-0-0.wav,159704,0.125348,2.096345,1,6,6,gun_shot
87275-1-4-0.wav,87275,2.409674,2.47873,2,1,1,car_horn
65745-3-0-49.wav,65745,24.5,28.5,2,7,3,dog_bark
20015-3-0-14.wav,20015,30.26305,34.26305,2,5,3,dog_bark
175843-1-0-0.wav,175843,0.076205,0.972825,1,9,1,car_horn
18594-1-3-0.wav,18594,44.50593,44.750801,1,3,1,car_horn
59513-3-0-1.wav,59513,0.656569,4.656569,1,10,3,dog_bark
7389-1-2-0.wav,7389,78.753483,82.753483,2,4,1,car_horn
72259-1-7-11.wav,72259,148.781751,152.781751,2,5,1,car_horn
74495-3-0-1.wav,74495,0.835018,4.835018,1,2,3,dog_bark
157207-6-5-0.wav,157207,11.345791,13.423689,1,10,6,gun_shot
122199-3-1-3.wav,122199,16.147059,20.147059,2,8,3,dog_bark
135544-6-4-0.wav,135544,25.716553,26.935872,1,6,6,gun_shot
65750-3-3-48.wav,65750,337.029703,341.029703,2,3,3,dog_bark
30226-3-1-3.wav,30226,6.695936,10.695936,1,8,3,dog_bark
99812-1-1-0.wav,99812,89.207778,93.207778,2,7,1,car_horn
180052-3-0-3.wav,180052,1.5,5.5,1,5,3,dog_bark
191687-3-0-11.wav,191687,5.5,9.5,1,7,3,dog_bark
7389-1-0-1.wav,7389,0.5,4.5,2,4,1,car_horn
74513-3-0-3.wav,74513,1.933328,5.933328,1,7,3,dog_bark
18594-1-1-0.wav,18594,12.833291,13.464541,1,3,1,car_horn
174287-6-3-0.wav,174287,14.881647,16.716793,1,9,6,gun_shot
148828-6-0-0.wav,148828,0.800693,1.948198,1,7,6,gun_shot
22347-3-1-1.wav,22347,4.062067,8.062067,1,2,3,dog_bark
7965-3-3-0.wav,7965,44.110933,45.299666,2,10,3,dog_bark
145683-6-4-0.wav,145683,21.339853,22.32316,2,9,6,gun_shot
197320-6-12-0.wav,197320,37.884351,40.653,1,2,6,gun_shot
72259-1-10-6.wav,72259,271.249294,275.249294,2,5,1,car_horn
72539-3-0-5.wav,72539,9.30482,13.30482,1,2,3,dog_bark
125520-1-2-0.wav,125520,4.572783,5.440273,1,8,1,car_horn
17615-3-0-3.wav,17615,36.615512,40.615512,2,3,3,dog_bark
162432-6-2-0.wav,162432,5.250357,6.326119,1,5,6,gun_shot
197320-6-9-0.wav,197320,28.078718,30.501286,1,2,6,gun_shot
4201-3-1-0.wav,4201,0.804653,1.085731,2,2,3,dog_bark
109711-3-2-6.wav,109711,15.001624,19.001624,1,4,3,dog_bark
187378-3-0-12.wav,187378,6,10,1,9,3,dog_bark
196127-3-0-0.wav,196127,0,4,1,10,3,dog_bark
128891-3-0-4.wav,128891,2,6,1,6,3,dog_bark
101415-3-0-2.wav,101415,1,5,1,1,3,dog_bark
135527-6-5-0.wav,135527,12.680921,14.936661,2,7,6,gun_shot
4201-3-0-0.wav,4201,0.104715,0.352725,2,2,3,dog_bark
175915-3-0-1.wav,175915,3.759606,7.759606,2,9,3,dog_bark
7389-1-4-8.wav,7389,164.761242,168.761242,2,4,1,car_horn
7389-1-4-5.wav,7389,163.261242,167.261242,2,4,1,car_horn
145609-6-0-0.wav,145609,1.969512,3.235187,2,5,6,gun_shot
199769-1-0-9.wav,199769,5.348273,9.348273,1,3,1,car_horn
28808-1-1-1.wav,28808,27.78857,31.78857,2,10,1,car_horn
145683-6-3-0.wav,145683,17.46939,18.452696,2,9,6,gun_shot
182474-1-0-0.wav,182474,1.26501,2.605597,1,6,1,car_horn
158979-6-0-0.wav,158979,0.155453,2.512917,1,6,6,gun_shot
65749-3-1-9.wav,65749,79.945545,83.945545,2,1,3,dog_bark
159707-6-0-0.wav,159707,0,2.132946,1,9,6,gun_shot
207962-3-2-0.wav,207962,4.071906,5.499482,1,7,3,dog_bark
161010-1-2-0.wav,161010,148.909412,149.647969,2,4,1,car_horn
145206-6-0-0.wav,145206,0.099885,1.340558,1,8,6,gun_shot
162541-1-0-0.wav,162541,1.271857,1.758951,1,2,1,car_horn
145612-6-2-0.wav,145612,5.493422,6.406703,2,8,6,gun_shot
187356-1-1-0.wav,187356,23.052709,24.338518,2,4,1,car_horn
184575-3-0-3.wav,184575,1.5,5.5,1,9,3,dog_bark
85362-3-0-0.wav,85362,0.380052,2.660361,1,7,3,dog_bark
135526-6-6-0.wav,135526,14.657139,16.858129,1,3,6,gun_shot
161923-3-0-5.wav,161923,2.5,6.5,1,6,3,dog_bark
145611-6-1-0.wav,145611,9.814025,10.989469,2,5,6,gun_shot
43803-1-0-0.wav,43803,2.225494,2.404799,2,5,1,car_horn
199769-1-0-7.wav,199769,4.348273,8.348273,1,3,1,car_horn
7975-3-0-0.wav,7975,173.049526,177.049526,2,9,3,dog_bark
145608-6-0-0.wav,145608,2.331561,3.340491,2,2,6,gun_shot
176258-3-1-2.wav,176258,70.897629,74.897629,1,1,3,dog_bark
159708-6-6-0.wav,159708,1.822596,2.453333,1,7,6,gun_shot
18594-1-5-0.wav,18594,45.714561,46.033567,1,3,1,car_horn
160366-3-0-7.wav,160366,3.5,7.5,1,2,3,dog_bark
85574-3-0-0.wav,85574,0,4,2,10,3,dog_bark
72829-3-0-2.wav,72829,1,5,1,4,3,dog_bark
108187-3-6-0.wav,108187,31.5648,33.266824,2,2,3,dog_bark
208030-3-4-0.wav,208030,7.771013,10.897455,1,6,3,dog_bark
166268-3-0-0.wav,166268,0,0.239205,1,1,3,dog_bark
112195-3-0-48.wav,112195,24,28,1,2,3,dog_bark
155314-3-0-1.wav,155314,0.5,4.5,1,7,3,dog_bark
18453-3-0-0.wav,18453,9.13085,9.937155,2,2,3,dog_bark
95404-3-0-4.wav,95404,37.401208,41.401208,2,4,3,dog_bark
52171-3-2-0.wav,52171,9.321562,9.810929,2,9,3,dog_bark
26177-1-1-0.wav,26177,0.866278,2.039362,1,5,1,car_horn
157207-6-4-0.wav,157207,10.401293,11.345791,1,10,6,gun_shot
72724-3-1-0.wav,72724,19.702017,23.702017,1,4,3,dog_bark
174285-6-0-0.wav,174285,0,2.558383,1,8,6,gun_shot
118072-3-0-0.wav,118072,0,1.066667,1,6,3,dog_bark
22347-3-1-2.wav,22347,4.562067,8.562067,1,2,3,dog_bark
42371-3-0-0.wav,42371,10.54093,11.538045,2,9,3,dog_bark
125520-1-0-0.wav,125520,0.175344,1.03822,1,8,1,car_horn
102104-3-0-0.wav,102104,2.429279,3.241121,2,2,3,dog_bark
46391-1-1-0.wav,46391,98.480072,99.570989,2,5,1,car_horn
135527-6-14-3.wav,135527,49.906976,53.906976,2,7,6,gun_shot
43787-3-1-0.wav,43787,6.27162,7.364737,1,5,3,dog_bark
114587-3-0-7.wav,114587,4.967612,8.967612,1,1,3,dog_bark
176783-3-1-0.wav,176783,53.119866,57.119866,1,3,3,dog_bark
7389-1-4-10.wav,7389,165.761242,169.761242,2,4,1,car_horn
71700-3-3-2.wav,71700,105.504191,109.504191,2,8,3,dog_bark
152588-3-1-0.wav,152588,5.464916,9.464916,1,9,3,dog_bark
79584-3-0-8.wav,79584,4.380235,8.380235,1,9,3,dog_bark
189846-3-1-0.wav,189846,17.230544,18.586652,2,8,3,dog_bark
66587-3-3-0.wav,66587,7.811285,8.299042,1,5,3,dog_bark
117048-3-0-25.wav,117048,12.5,16.5,1,3,3,dog_bark
71309-1-0-2.wav,71309,1.406025,5.406025,2,8,1,car_horn
125523-3-0-1.wav,125523,0.5,4.5,1,3,3,dog_bark
209672-3-3-0.wav,209672,8.458342,9.036241,1,10,3,dog_bark
162434-6-1-0.wav,162434,1.549094,2.283579,1,6,6,gun_shot
203128-3-9-0.wav,203128,19.607633,21.40998,1,2,3,dog_bark
203128-3-6-0.wav,203128,13.517599,15.291487,1,2,3,dog_bark
157207-6-10-0.wav,157207,18.830944,20.802585,1,10,6,gun_shot
114587-3-0-4.wav,114587,3.467612,7.467612,1,1,3,dog_bark
71700-3-4-0.wav,71700,129.865574,133.865574,2,8,3,dog_bark
95404-3-0-5.wav,95404,37.901208,41.901208,2,4,3,dog_bark
175917-3-0-3.wav,175917,1.5,5.5,2,6,3,dog_bark
159726-3-1-0.wav,159726,2.606858,4.466207,2,9,3,dog_bark
148837-6-0-0.wav,148837,0.564257,1.772279,1,4,6,gun_shot
66115-1-0-1.wav,66115,17.211448,21.211448,2,10,1,car_horn
199261-3-0-0.wav,199261,0.211116,4.211116,1,10,3,dog_bark
192236-3-0-6.wav,192236,6.506272,10.506272,1,7,3,dog_bark
100648-1-2-0.wav,100648,16.699509,17.104837,2,10,1,car_horn
89211-3-0-0.wav,89211,0,1.892105,1,2,3,dog_bark
171249-1-2-0.wav,171249,13.294977,13.59818,2,4,1,car_horn
7066-6-0-0.wav,7066,0.972779,1.791962,1,5,6,gun_shot
180257-3-0-4.wav,180257,2,6,1,7,3,dog_bark
191687-3-0-5.wav,191687,2.5,6.5,1,7,3,dog_bark
61077-3-3-0.wav,61077,44.52938,48.52938,1,8,3,dog_bark
19503-3-0-0.wav,19503,0.126733,4.087129,2,5,3,dog_bark
72538-3-0-4.wav,72538,4.101978,8.101978,1,10,3,dog_bark
151065-6-0-0.wav,151065,0.162737,1.759161,1,7,6,gun_shot
72259-1-10-7.wav,72259,271.749294,275.749294,2,5,1,car_horn
183992-3-0-6.wav,183992,3,7,1,7,3,dog_bark
150341-3-0-0.wav,150341,12.834011,13.322652,1,1,3,dog_bark
50885-3-0-2.wav,50885,1,5,1,5,3,dog_bark
179867-1-0-0.wav,179867,0.025482,0.566271,1,1,1,car_horn
185436-1-5-0.wav,185436,225.508316,226.923937,2,5,1,car_horn
33641-3-1-0.wav,33641,5.316114,7.301651,1,9,3,dog_bark
25037-6-0-0.wav,25037,0.031984,1.365476,2,10,6,gun_shot
132073-1-5-0.wav,132073,10.871261,12.230169,2,2,1,car_horn
67049-3-0-2.wav,67049,1.074989,5.074989,1,7,3,dog_bark
162540-1-0-0.wav,162540,1.25562,1.618235,1,1,1,car_horn
161195-6-0-0.wav,161195,0,0.799932,1,3,6,gun_shot
72259-1-7-10.wav,72259,148.281751,152.281751,2,5,1,car_horn
14468-3-0-2.wav,14468,1.837557,5.837557,1,10,3,dog_bark
